Start Timestamp,End Timestamp,Dialogue
"02:12:29,210","02:12:32,094",And most of you met Kimmie the beautiful
"02:12:32,095","02:12:34,978",sophisticated woman that she is today.
"02:12:35,016","02:12:39,976",A woman that wears 3000 dollar Armani suits.
"02:12:40,021","02:12:43,081",Drives brand new Mercedes Benz.
"02:12:43,090","02:12:45,835","A woman who, who spends her winters"
"02:12:45,836","02:12:49,051",in Bahamas and her summers in Hamptons.
"02:12:53,968","02:12:56,027",That's not the Kimmie that I met.
"02:12:59,106","02:13:03,042",The Kimmie that I met didn't have two nickels to rub together.
"02:13:04,045","02:13:08,106",She was a single mom on the balls of her ass with an eight year old son.
"02:13:08,149","02:13:11,141",Okay? She was three months behind on her rent.
"02:13:12,153","02:13:15,145","And when se came to me and ask me for a job,"
"02:13:16,057","02:13:18,920",she asked for 5000 dollar advance just..
"02:13:18,921","02:13:21,927",Just so she could pay her son's tuition.
"02:13:26,067","02:13:28,001","And what I do, Kimmie?"
"02:13:28,035","02:13:29,093","Go on, tell them."
"02:13:31,138","02:13:33,163",You wrote me a check..
"02:13:33,207","02:13:35,937",For 25.000 dollars.
"02:13:37,011","02:13:38,171",That's right.
"02:13:38,212","02:13:39,941",Thank you.
"02:13:43,084","02:13:44,949",And you know why that is?
"02:13:48,155","02:13:50,146",That's because I believed in you.
"02:13:52,159","02:13:54,218","It's because I believed in you, Kimmie."
"02:13:55,229","02:13:59,131",Just like I believe in each and everyone of you here today.
"02:13:59,166","02:14:02,932","- I fuckin' love you, Jordan. I fuckin' love you. - I fuckin' love you."
"02:14:02,970","02:14:05,029",- I love you. - I fuckin' love you too!
"02:14:05,072","02:14:07,006",I fuckin' love you too!
"02:14:09,210","02:14:11,110",And I love all of you!
"02:14:12,046","02:14:14,981","I love all of you, from the bottom of my heart."
"02:14:15,015","02:14:16,949","- I love you, Jordan! - I mean it!"
"02:14:27,027","02:14:28,961","It's a shame, you know, 'cause.."
"02:14:30,164","02:14:34,100","For years I've been telling you guys, never to take ''no'' for an answer, right?"
"02:14:34,101","02:14:38,936","In order to keep pushin' and to never hang up the phone,"
"02:14:38,973","02:14:41,066",until you get what you want.
"02:14:42,042","02:14:43,976",Because you all deserve it.
"02:14:45,212","02:14:48,079",You know this fuckin' deal that I'm about to sign..
"02:14:49,150","02:14:53,109","barring me from the securities industry, barring me from Stratton.."
"02:14:54,188","02:14:55,951",My home..
"02:14:58,959","02:15:01,052",The fuck is that? You know?
"02:15:02,062","02:15:04,053",I tell you what it is. It's..
"02:15:05,032","02:15:08,001","It's me taking ''no'' for an answer, you know?"
"02:15:09,170","02:15:13,129","It's them, them selling me, not the other way around. It's.."
"02:15:14,975","02:15:17,068","It's me being a hypocrite, is what it is."
"02:15:22,950","02:15:24,042",So..
"02:15:31,091","02:15:32,183",You know what?
"02:15:36,197","02:15:38,097",I'm not leaving.
"02:15:40,201","02:15:41,964",I'm not leaving.
"02:15:44,171","02:15:45,195",I'm not fucking leaving!
"02:15:45,940","02:15:48,033",[CHEERING]
"02:15:54,215","02:15:56,149",The show goes on.
"02:15:58,185","02:16:00,016",This is my home.
"02:16:00,054","02:16:05,082",They gonna need a fucking wrecking ball to take me outta here!
"02:16:06,961","02:16:11,057","They gonna need to send a national guard or fucking SWAT team,"
"02:16:11,098","02:16:14,192",'cause I ain't going nowhere.
"02:16:20,040","02:16:22,065",Fuck them!
"02:16:24,011","02:16:28,072",[HUMMING]
"02:16:31,218","02:16:33,049",[SHOUTING]
"02:16:55,976","02:16:57,944",Jordan! Jordan!
"02:16:57,945","02:16:59,105","Jordan, get back here!"
"02:17:00,214","02:17:01,181",Hey!
"02:17:04,084","02:17:06,052",Give.. Give me that!
"02:17:08,055","02:17:11,081","What a trouble in the jungle, for Christ sake!"
"02:17:12,993","02:17:15,928","How did he, muffle truffle you, huh, richman?"
"02:17:15,963","02:17:18,955","Turn the offer, trust Welch on the order of SEC."
"02:17:18,999","02:17:22,196","He is back in the ocean, happy hunting."
"02:17:28,943","02:17:31,935",[MUSIC]
"02:17:35,015","02:17:37,074",It was our time to party big.
"02:17:37,117","02:17:40,018",And just as Brad was released from jail too.
"02:17:40,988","02:17:44,219","I apologize, even offered to pay him for his time in the can."
"02:17:45,159","02:17:46,126",But he said no.
"02:17:46,126","02:17:47,184","The day he was out,"
"02:17:47,227","02:17:49,195",he didn't want any part of us.
"02:17:49,196","02:17:52,927","Sad thing was, two years later,"
"02:17:52,967","02:17:54,025",he was dead.
"02:17:54,234","02:17:57,101","Massive heart attack, at 35."
"02:17:57,972","02:17:59,940",Same age Mulshock died.
"02:18:00,107","02:18:03,042","Not that they, have a hell of a lot in common, but,"
"02:18:03,177","02:18:05,145","anyway, I don't know why that came to mind."
"02:18:08,148","02:18:11,208","Within days, subpoena started flying."
"02:18:11,952","02:18:15,046","Notices to produce documents, deposititions, you name it."
"02:18:15,089","02:18:17,023",Donnie couldn't drink water fast enough.
"02:18:17,024","02:18:19,083",You now say it's coming was to get me a subpoena.
"02:18:19,126","02:18:21,185",Here's how we do a subpoena to substracting our funds.
"02:18:28,969","02:18:31,164","Fuck you USA, Fuck you!"
"02:18:31,205","02:18:33,139","Fuck you, Fuck you.."
"02:18:33,173","02:18:37,041",[CHEERING]
"02:18:43,017","02:18:44,985",Jordan Belfort.
"02:18:45,019","02:18:47,044","Olden, that's a nice name."
"02:18:47,087","02:18:48,054",Thank you very much for that.
"02:18:48,088","02:18:49,180",What kind a name is that?
"02:18:49,957","02:18:50,946",That is my name.
"02:18:50,991","02:18:52,151",I do not recall that.
"02:18:52,159","02:18:54,957","I do not recall that, okay?"
"02:18:54,995","02:18:57,054","Mr. Ming, thank you for coming in today."
"02:18:57,097","02:18:59,031",Is it okay if I grab some danish?
"02:18:59,066","02:19:00,033","- Can I have a danish? - No, no, go."
"02:19:00,067","02:19:01,967",They interogated everybody.
"02:19:01,969","02:19:03,197","I got a low blood sugar, that were I thinking."
"02:19:03,237","02:19:08,174","I went on for months, it was a total fucking harassment."
"02:19:08,208","02:19:11,041",But not a single Strattonite cracked.
"02:19:11,078","02:19:13,137",Gladys Carrera.
"02:19:13,180","02:19:16,149","- Doesn't ring a bell. - Sorry, I have no recomendation of that."
"02:19:16,183","02:19:19,016",- No. - No idea.
"02:19:19,053","02:19:21,146","I don't recall that transaction, do you guys have any milk?"
"02:19:21,188","02:19:24,123",Absolutely not.
"02:19:24,124","02:19:25,196","By end of this, you called so many times,"
"02:19:25,197","02:19:26,217",I just thought you might remember that.
"02:19:26,927","02:19:28,189",I don't remember that.
"02:19:28,228","02:19:29,803",- Would you re.. remember any of those?
"02:19:29,804","02:19:31,095",- I do not recall any of that.
"02:19:31,131","02:19:34,123",- This Abdul.. - I do not re.. No I don't recall.
"02:19:34,134","02:19:35,976","It was a long phonecall, I just wanna"
"02:19:35,977","02:19:37,968",review if you have any memory of that.
"02:19:38,005","02:19:39,561","Okey, you know we've talked to several"
"02:19:39,562","02:19:41,404",of the employee at this firm and nobody can
"02:19:41,405","02:19:43,204",recall anything about this thieft man IPO.
"02:19:43,210","02:19:46,008",It's.. I think it's odd.
"02:19:47,214","02:19:50,047",- Do you recall? - Carnage Cooperation?
"02:19:51,218","02:19:54,949","- You do, you do recall it? - No I don't recall that at all."
"02:19:54,955","02:19:58,015","Excuse me, I have to ask, is that your real hair?"
"02:19:58,192","02:20:00,057",Are you gonna say anything about that?
"02:20:00,227","02:20:01,211","- Will you never comment on my hair, is that"
"02:20:01,212","02:20:02,195",how we're doing? - I just asking about that.
"02:20:02,229","02:20:03,218",Is this personal question?
"02:20:03,931","02:20:05,091",I wondering why you wearing something like that.
"02:20:05,132","02:20:07,191",I'm sure I don't recall what happened.
"02:20:09,203","02:20:11,000",Can I get you anything else gentlemen?
"02:20:11,038","02:20:13,587",Yes sweetheart I have rare condition which require
"02:20:13,588","02:20:16,135","me to drink one of those every 15 minutes, please."
"02:20:17,010","02:20:20,070",We were specifically adviced not to leave the country.
"02:20:20,114","02:20:22,947","So, we took our wives to Italy."
"02:20:22,983","02:20:24,638",We figure that we were safer working from
"02:20:24,639","02:20:26,214","over the seas, giving orders to Rugrat."
"02:20:26,220","02:20:28,017",Nobody could arrest us.
"02:20:28,055","02:20:31,024",And nobody could prove I was still running Stratton from a yacht.
"02:20:31,024","02:20:35,188","Hey, Rugrats bonjour, you bomheaded eagle, how you doing?"
"02:20:35,229","02:20:37,993","Donnie, Donnie listen, we have a problem okay?"
"02:20:37,998","02:20:41,957",Your friend Steve Madden is unloading shares.
"02:20:42,002","02:20:43,128",What do you say? Who told you that?
"02:20:43,170","02:20:44,194","- What is going on? - He's doing it, Donnie."
"02:20:44,938","02:20:47,202","He says, he says Steve Madden is unloading shit."
"02:20:47,941","02:20:49,101",Who told you that? That's bullshit.
"02:20:49,143","02:20:50,201","- Gimme that goddamn phone, just.. - Don't!"
"02:20:50,944","02:20:52,969","- Ruggie, what's going on? - He doesn't know what's going on.."
"02:20:53,013","02:20:55,257","Jordan look, I'm watching the screen and"
"02:20:55,258","02:20:58,007","huge chunk to Steve Madden is being sold, okay."
"02:20:58,018","02:21:00,043","It's not coming from us, so it's gonna be Steve."
"02:21:00,087","02:21:01,987",He's the only person with that many shares.
"02:21:01,989","02:21:03,081","Donnie, call me back, alright."
"02:21:03,157","02:21:05,955","Donnie, your little friend is trying fuck me, you know that?"
"02:21:05,993","02:21:11,056",Your little friend trying to fuck me right now. Get him on the phone now.
"02:21:11,098","02:21:16,035",Even though I own 85% of Steve-Cock-Sucking-Motherfucker-Madden Shoes.
"02:21:16,069","02:21:18,162",The shares were in his fucking name.
"02:21:18,172","02:21:20,120",This motherfucker knew I was in trouble with
"02:21:20,121","02:21:21,938",the fed and he was try to take advantage.
"02:21:21,975","02:21:23,135","Donnie come on talk to me man, how do you wanna play this?"
"02:21:23,210","02:21:26,043","Ruggie, I want you to get all client on the phone right now"
"02:21:26,046","02:21:27,953",and having start selling Steve Madden we gonna
"02:21:27,954","02:21:29,982","try make that fucking price down, do you hear me?"
"02:21:30,017","02:21:32,144","Shut the fuck up, this is your fucking friend from highschool."
"02:21:32,152","02:21:33,852","They will fuckin' freak me, they're gonna"
"02:21:33,853","02:21:35,451",fuck with me and gonna turn this entire
"02:21:35,452","02:21:37,089","company to a penny stock, you hear me?"
"02:21:37,124","02:21:38,989","- You got it? - Yes, I got it."
"02:21:39,026","02:21:41,119",Don't start jumping into conclusion before we know what is going on.
"02:21:41,161","02:21:44,221",Capitan!
"02:21:44,932","02:21:46,923","Hang up your phones, everybody! Hang up.."
"02:21:46,967","02:21:49,026","Turn the boat away, we're going home!"
"02:21:53,040","02:21:56,009","Baby, baby, what happened?"
"02:21:57,044","02:21:58,944",Sweetheart what's going on?
"02:21:59,980","02:22:01,106",I am uhh..
"02:22:02,115","02:22:05,175","- Just wait, I can't.. - Baby, baby, baby.."
"02:22:05,219","02:22:07,983",What is going on? Why are you crying?
"02:22:08,956","02:22:10,947",- She's dead. - Who?
"02:22:10,991","02:22:13,084","I just got a call from my cousin, Betty,"
"02:22:13,126","02:22:16,095",- Yeah? - Aunt Emma's dead.
"02:22:17,231","02:22:20,962",- You fucking kidding me? - No.
"02:22:20,968","02:22:26,133","You serious? Oh my God, baby, that's, fuck!"
"02:22:26,206","02:22:28,106",Oh sweetheart thatjust fucking..
"02:22:28,108","02:22:31,077","Fucking heart attack, boom, snap, gone."
"02:22:31,144","02:22:33,806",Shuffled off her mortal coil and twenty
"02:22:33,807","02:22:37,083",million dollars stock in a Swiss bank account.
"02:22:37,084","02:22:38,073",She was fine.
"02:22:38,118","02:22:44,148","- Oh God, baby oh God, that so fucking terrible. - You know, she's not that old."
"02:22:44,191","02:22:46,939",It is terrible to you. Your aunt was such an
"02:22:46,940","02:22:49,993","elegant, attractive woman. My condolences to you."
"02:22:50,030","02:22:52,284","Yes, yes we absolutely devastated, thank"
"02:22:52,285","02:22:54,933","you, thank you so much, for your condolences."
"02:22:54,968","02:22:56,817",Now where is that leave us in regard to her
"02:22:56,818","02:22:58,961","account exactly, does it going to probate or what?"
"02:22:58,972","02:23:00,808","Don't worry Jordan, not to worry,"
"02:23:00,809","02:23:05,036","your aunt before she died, signed a document naming you as her successor."
"02:23:05,078","02:23:06,102",She did.
"02:23:07,147","02:23:09,081","Fantastic, well that's a good news."
"02:23:09,082","02:23:11,915","Well, not as of yet."
"02:23:11,952","02:23:13,044","Wait, wait.. what is it means, not as of yet?"
"02:23:13,086","02:23:16,055",No [SPEAKING FRENCH]
"02:23:16,089","02:23:19,024","I, I can't seem to hear you I must have bad reception."
"02:23:19,059","02:23:20,048",Aren't you speaking English?
"02:23:20,093","02:23:22,960","Now.. Fast, very fast."
"02:23:22,996","02:23:24,964","Fast, I have to get to Switzerland now."
"02:23:24,965","02:23:26,990",[SPEAKING FRENCH]
"02:23:27,034","02:23:28,934","Speak English, fucking speak English!"
"02:23:28,969","02:23:30,937","- Hey, hey.. quiet, okay? - Okay."
"02:23:30,971","02:23:33,940","Take your suit, take your dick okay, and move your ass, please."
"02:23:33,974","02:23:35,999","Okay, move my ass."
"02:23:36,043","02:23:40,139",I gotta say these Swiss were some sneaky motherfuckers.
"02:23:40,147","02:23:41,938",Within minutes he had set me up with a
"02:23:41,939","02:23:44,106",forger who could fake aunt Emma's signature.
"02:23:44,184","02:23:46,084",You American Shit.
"02:23:46,119","02:23:49,953",I just had to get there by tomorrow or lose 25 million dollars.
"02:23:49,956","02:23:53,983",- We're going to Monaco. - Monaco? Now?
"02:23:54,027","02:23:57,053","Yes baby we're going to Monaco so we can go to Switzerland, okay?"
"02:23:57,097","02:23:58,086",But her auntjust die.
"02:23:58,098","02:23:59,773",I realize that but i have bussiness in
"02:23:59,774","02:24:01,932",Switzerland i need to go Switzerland right now.
"02:24:01,968","02:24:04,095","Bottom line, sorry."
"02:24:04,137","02:24:09,131",- We got to get to London. - Why?
"02:24:09,176","02:24:12,907","- The funeral. - Yeah, but babe look, look."
"02:24:12,946","02:24:17,007","I love your aunt, more than anyone in the entire world i really did."
"02:24:17,084","02:24:21,987","but she is dead now sweaty, she's dead and she's not going anywhere."
"02:24:22,022","02:24:24,991","She still be dead by the time we get to London, okay."
"02:24:25,025","02:24:28,188","- Captain Ted. - Captain Ted, we go to Monaco, Monaco now, okay."
"02:24:28,195","02:24:30,095",- Monaco right? - We go to Monaco.
"02:24:30,130","02:24:32,007",So we can drive to Switzerland so we dont need
"02:24:32,008","02:24:33,964",to stamp up passport take care of business here.
"02:24:34,034","02:24:37,003","We'll drive back to Monaco, take a flight over to London to catch the funeral"
"02:24:37,003","02:24:39,028",be in the New york meet with him in three business days it's a fucking plan.
"02:24:39,072","02:24:42,007",I'm just wanna to inform you out there here. Might run into some chop.
"02:24:42,042","02:24:45,944","Chop? We can fucking handle chop right, i mean it's 170 foot yacht."
"02:24:45,979","02:24:48,914","No, no, we're not going anywhere unless he said it's safe, alright."
"02:24:48,949","02:24:50,007",- It's safe. - Don't worry about the chop.
"02:24:50,050","02:24:51,950","- You don't know shit about chop. - Oww, really."
"02:24:51,985","02:24:56,046",- And you two? You fucking expert on this? - I'll chop your fucking credit cards.
"02:24:56,123","02:25:01,151","Chop is fine, trust me chop is fine, is chop fine Captain Ted?"
"02:25:01,194","02:25:03,025","Yeah, i mean if we take it slow."
"02:25:03,063","02:25:04,155","Ya, we gonna take it slow."
"02:25:04,197","02:25:06,097",It's a little uncomfortable but tell me it's safe.
"02:25:06,099","02:25:08,989","It's gonna be safe, because.. I mean we'll have"
"02:25:08,990","02:25:12,060",to batten down the hatches and we secured the deck
"02:25:12,105","02:25:14,938","We're looking a few, maybe a few broken dishes."
"02:25:14,941","02:25:17,136","Few broken dishes, what a few broken dishes."
"02:25:17,177","02:25:19,008",Is that sound fucking awesome or what.
"02:25:19,045","02:25:19,933","- Oww, not really."
"02:25:19,934","02:25:23,141",- We're gonna fucking fun time. Let's go to fuckin monaco now.
"02:25:23,183","02:25:25,048",Let's fucking move let's go.
"02:25:25,085","02:25:27,952",[THUNDER RUMBLING]
"02:25:30,090","02:25:32,115",Hold on.
"02:25:34,094","02:25:37,086",What the fuck is going on here?
"02:25:37,130","02:25:40,099",The jet ski jus went overboard.
"02:25:40,133","02:25:44,126","Jesus Christ, hold on okay."
"02:25:44,171","02:25:49,006","The waves were 20 feet high building, turn around go to that fucking way."
"02:25:49,042","02:25:50,066",- We can't - Go.
"02:25:50,110","02:25:52,977",We'll get broad sided and it's game over.
"02:25:52,979","02:25:54,947","I am a master diver, you hear that"
"02:25:54,981","02:25:57,040","I am a master diver, no one is gonna fucking die."
"02:25:57,117","02:26:01,178","I got you.. Trust me okay, i love you."
"02:26:01,188","02:26:04,021","I love you, just hold on tight."
"02:26:04,224","02:26:06,215",Tight.
"02:26:07,060","02:26:08,118","Hold on, baby."
"02:26:08,161","02:26:10,994",Donnie.
"02:26:11,198","02:26:12,961","Donnie,"
"02:26:12,999","02:26:14,091",- What? - hold on baby?
"02:26:14,167","02:26:15,191",Get the fucking ludes!
"02:26:15,235","02:26:20,036","I don't wanna die trying, i do love that shit up to but i'm so scared."
"02:26:20,040","02:26:23,009","I fucked up, i fucked up so bad."
"02:26:23,043","02:26:27,173","- Get the ludes, downstairs - What do you say?"
"02:26:29,115","02:26:30,173",Get the ludes.
"02:26:30,217","02:26:31,506","I can't go down, They're below deck!"
"02:26:31,507","02:26:33,152",There's like three feet of water down there!
"02:26:33,153","02:26:38,147","I will not die sobber, get those fuckin ludes."
"02:26:38,191","02:26:41,092","- Okay, okay. - Go!"
"02:26:43,163","02:26:44,994",- Where he's going? - Don't know baby.
"02:26:45,031","02:26:49,127","Donnie, he fucking crazy."
"02:27:00,213","02:27:03,114",Jesus Christ.
"02:27:03,984","02:27:07,977","Hold on, get away from the window, we'll gonna blown away."
"02:27:08,021","02:27:10,236",Mayday! This is Captain Ted Beecham
"02:27:10,237","02:27:12,958",aboard the Yacht Naomi! This is a Mayday!
"02:27:12,959","02:27:15,985","I got them, i got them."
"02:27:15,996","02:27:18,021",Give me to me.
"02:27:18,064","02:27:18,962",What you're gonna do right now.
"02:27:18,999","02:27:23,026",This is a fucking may day.
"02:27:24,204","02:27:26,934",[SCREAMING]
"02:27:28,108","02:27:31,976",[MUSIK]
"02:27:34,147","02:27:37,981",[CHOPPER SOUND]
"02:27:39,219","02:27:42,120",Nice thing about getting rescued by Italians..
"02:27:42,155","02:27:45,989",".. That they feed you, make you drink red wine."
"02:27:46,026","02:27:48,085",And you get to dance.
"02:28:02,075","02:28:04,100",[EXPLOSION]
"02:28:04,210","02:28:06,178",Did you see that?
"02:28:06,947","02:28:10,110",That was the plane I sent to come get us.
"02:28:10,150","02:28:13,165","I shit you not, it exploded when a seagull"
"02:28:13,166","02:28:16,180","flew into the engine, three people killed."
"02:28:20,193","02:28:22,161","You want a sign from God,"
"02:28:22,195","02:28:26,063",After all this I finally got the message.
"02:28:31,037","02:28:34,097","New dream, of becoming financially indepedent."
"02:28:34,107","02:28:37,133",But struggle every month just to pay your bills.
"02:28:37,143","02:28:39,168",Would you like to own a home like this?
"02:28:39,212","02:28:41,180",Who can barely afford to pay your rent.
"02:28:41,214","02:28:43,079",My name is Jordan Belfort.
"02:28:43,116","02:28:45,107",And there is no secret to well creation.
"02:28:45,118","02:28:47,985",No matter who you are. No matter where you came from.
"02:28:48,021","02:28:52,117",You too can become finacially independent in just a matter of months.
"02:28:52,158","02:28:54,217",All you need is strategy.
"02:28:54,928","02:28:57,192","When i was 24 years old, i made a decision."
"02:28:57,230","02:29:00,097","Not to survive, but to thrive."
"02:29:00,133","02:29:02,966",At first i didn't feel like deals like this were possible.
"02:29:03,003","02:29:06,063","But we have the house, and we have 30 thousand dollar profit."
"02:29:06,106","02:29:07,164",I certainly beleive now.
"02:29:07,207","02:29:09,038",I think about it for second.
"02:29:09,042","02:29:11,223",If you dont have guts to attend Jordan Belfort
"02:29:11,224","02:29:13,172",Straight line perssuasion system seminar.
"02:29:13,213","02:29:15,010","Then how do you, expect to make any money."
"02:29:15,015","02:29:16,915",You wanna be a millionaire some day.
"02:29:16,950","02:29:18,975",Have some guts make a decision.
"02:29:19,019","02:29:21,954",Jordan belforth said work for me because i work hard for it.
"02:29:21,988","02:29:23,569",And if it doesn't work for you it's because
"02:29:23,570","02:29:25,185","you lazy, you should get a job at Mcdonalds."
"02:29:25,191","02:29:28,922",There is nobody holding you back from financial freedom.
"02:29:28,962","02:29:31,192",And there is nobody stoping you from making millions.
"02:29:31,231","02:29:36,999",Don't you sit in a home or the life you dreamed will fly right pass.
"02:29:38,171","02:29:42,073",I change all these people's live and i can change yours too.
"02:29:42,108","02:29:46,044","So come to my seminar, the life of your dream is only.."
"02:29:46,046","02:29:49,948",- You're under arrest - You've got to be joking..
"02:29:51,017","02:29:55,181","- Don't kidding, hey. - Turn that Camera off."
"02:29:55,989","02:29:58,958","You fuckin, you fucking cocksucker."
"02:29:58,958","02:30:02,086",Fuck you!
"02:30:02,128","02:30:06,030",What the fuck you doing? you fucking pieces of shit.
"02:30:06,066","02:30:09,001",Hei Jordan let me give you a little legal advice.
"02:30:09,002","02:30:11,095","Shut up, fuck off."
"02:30:14,941","02:30:16,135","(FBI, New York) Jordan Belfort."
"02:30:16,976","02:30:19,035","I cleaned on my act, i did rehab."
"02:30:19,079","02:30:20,171",I'm a Tv personality.
"02:30:20,213","02:30:23,148","I'm sobber for 2 years, and this happens."
"02:30:23,149","02:30:26,983",Rugrat goes and get busted down in Miami.
"02:30:27,020","02:30:28,954",And Guess who the fuck with? Saurel.
"02:30:28,988","02:30:32,116",- You gonna beat me? I know your country. - No!
"02:30:32,158","02:30:36,925",What the fucking odds? There had to be ten thousand Swiss bankers in Geneva.
"02:30:36,963","02:30:40,899",and Rugrat is the one dumb enough to get himself arrested on U.S. soil.
"02:30:40,967","02:30:42,127",I know.
"02:30:42,135","02:30:44,194",[CRYING]
"02:30:46,005","02:30:50,066",Even more fucked was he got busted for shit that had nothing to do with me.
"02:30:50,110","02:30:51,975",And nothing to fucking do with me.
"02:30:52,011","02:30:54,384","Something about laundering drug money, to"
"02:30:54,385","02:30:57,039",offshore boat racing to a guy name Rocky aoki.
"02:30:57,050","02:30:59,109",You know the founder of Benihana.
"02:30:59,152","02:31:00,949",Benihana?
"02:31:00,987","02:31:02,955",Beni Fucking hana.
"02:31:02,989","02:31:07,085","Beni 'fucking' hana,why, why god."
"02:31:07,127","02:31:10,527",Why would You be so cruel as to choose a chain
"02:31:10,528","02:31:13,999",of fucking Hibachi Restaurants to take me down?
"02:31:15,034","02:31:17,874","Long story, short Saurel ratted me out, but"
"02:31:17,875","02:31:20,973",not before he ratted out Brad's wife Chantalle.
"02:31:21,007","02:31:25,068",Who turns out he been fuckin everytime she went to Switzel.
"02:31:27,947","02:31:30,108","No, no, no"
"02:31:31,217","02:31:32,980",Alright
"02:31:33,953","02:31:37,081",One count engaging in conspiracy to commit securities fraud.
"02:31:37,123","02:31:39,114",Two counts securities fraud.
"02:31:39,125","02:31:42,959",One count engaging in Conspiracy to commit money laundering.
"02:31:43,029","02:31:45,088",21 counts money laundering.
"02:31:45,131","02:31:47,998",1 count of obstruction of justice.
"02:31:48,968","02:31:52,028",Bail has set at 10 million dollars.
"02:32:06,085","02:32:08,178",What up?
"02:32:08,221","02:32:11,122","Rocky, how you doin?"
"02:32:11,157","02:32:13,955",- Wooff.. - I'm not a fucking dog.
"02:32:13,993","02:32:17,952","Yeah, it's getting old to crap to start to shit in the house again."
"02:32:17,964","02:32:20,933",- Me too. - Come here buddy.
"02:32:21,000","02:32:23,195",- Good to see you pal. - Me too.
"02:32:28,208","02:32:30,199",How you doing brother?
"02:32:30,210","02:32:33,941","You know, shitty pal."
"02:32:33,980","02:32:37,177",But i'm hanging in there.
"02:32:37,217","02:32:40,015","Piece of jewelry, check that out."
"02:32:40,053","02:32:42,146","Can't leave the house, you know."
"02:32:42,188","02:32:45,157",Sun to get cub and fiber already.
"02:32:45,191","02:32:47,989",Fuckin Rugrat.
"02:32:47,994","02:32:50,986",That wig-wearin'faggot I can't believe that fucking guy were'nt killed..
"02:32:51,030","02:32:54,158","When he got out, i want to show on his desks."
"02:32:54,200","02:32:56,191",Irresponsble prick.
"02:32:56,936","02:32:58,904",I'll tell you one thing.
"02:32:59,973","02:33:03,101",That you never eat Benihana again.
"02:33:03,109","02:33:06,010",I don't care who's birthday it is.
"02:33:06,946","02:33:09,005",What is that Naomi actually doing?
"02:33:09,082","02:33:12,108","She right in the house there, say hi she probably won't wave you back."
"02:33:12,185","02:33:14,983","Naomi, sweetheart."
"02:33:18,024","02:33:19,924","What's up her ass, was she mad at me?"
"02:33:19,959","02:33:20,983",No you know.
"02:33:20,994","02:33:24,054",Probably had to mortgage the house to make bail.
"02:33:24,097","02:33:27,999",Probably ended sell a thing in order pay for all my lawyers.
"02:33:28,001","02:33:30,970","It's been a night mare buddy, i tell you the truth."
"02:33:31,004","02:33:33,063",What do you gonna do right.
"02:33:33,106","02:33:37,042",Anyway how is Stratton that more important how is morale?
"02:33:37,076","02:33:39,943",You piss of cause he have to make money legally now?
"02:33:39,946","02:33:40,935",Jordan.
"02:33:41,214","02:33:44,047",I got the founding partners together.
"02:33:44,150","02:33:46,948",Talk to them about everything and..
"02:33:47,186","02:33:49,177",I got you.
"02:33:49,222","02:33:51,190",How much you got me?
"02:33:51,991","02:33:54,983","The house, money, don't worry about it i got you."
"02:34:02,001","02:34:05,061",I love you buddy. You know i do it for you right.
"02:34:07,974","02:34:10,943","- I'll kiss you. - Alright, enough, enough."
"02:34:12,111","02:34:14,944","- You wanna beer, pal? - What do you drink?"
"02:34:14,981","02:34:17,006",We got this non-alcoholic shit.
"02:34:17,050","02:34:19,177",- What is that? - It's non alcoholic beer.
"02:34:19,218","02:34:21,152",It's got no alchohol.
"02:34:21,187","02:34:24,020","- Is it beer? - Ya, with no alchohol."
"02:34:24,057","02:34:27,925",But you drink enough and you drink a lot to get you fucked up.
"02:34:27,961","02:34:30,020","No, it's no alchoholic fucking point."
"02:34:30,029","02:34:33,055","I'm not a scientist, i dont get fuck target but I can get you a beer, if you want.."
"02:34:33,099","02:34:36,000","I know, but i don't drink, you remember."
"02:34:36,035","02:34:38,060",- I'm not drink anymore. - Are you wanna go inside.
"02:34:38,104","02:34:41,073",And blow some lime and baking powder..
"02:34:41,207","02:34:44,074",Can't imagine ever not enjoyed geting fucked up.
"02:34:44,110","02:34:45,941",- Yeah. - I loved it.
"02:34:45,945","02:34:47,105",But i've been sobber.
"02:34:47,146","02:34:48,135",Fucking sucks.
"02:34:48,181","02:34:50,081",- Boring right. - So boring.
"02:34:50,116","02:34:52,084",Like kill myself.
"02:34:52,118","02:34:56,179",There is a term and we dont like to use it unless circumtances dictate..
"02:34:56,222","02:34:58,664",.. I think they do dictate in this case and
"02:34:58,665","02:35:01,216","term is Grenada, have you ever heard Grenada."
"02:35:01,227","02:35:02,125",No i haven't.
"02:35:02,161","02:35:05,633",Grenada very interesting because it is a small
"02:35:05,634","02:35:08,996",island nation that was invaded by the United
"02:35:08,997","02:35:12,059",States of America 1983 have 9000 people.
"02:35:12,105","02:35:15,074",And essentially means is.
"02:35:15,074","02:35:18,100",This case is unloseable.
"02:35:18,144","02:35:20,503","So, you know, come in we can have our dick"
"02:35:20,504","02:35:23,081","hanging out of our pants, nobody gives a fuck."
"02:35:23,116","02:35:25,016",I'm gonna win.
"02:35:25,051","02:35:27,019",You Sir.
"02:35:27,954","02:35:29,922",Are was known.
"02:35:30,156","02:35:32,147",As a Grenada.
"02:35:35,028","02:35:38,122",You're looking at real prison time.
"02:35:38,164","02:35:41,930",Money laundering can get you as much 20 years.
"02:35:41,968","02:35:43,906","And, our case gonna be stronger, if we"
